,bottleid,datetime,station,status,light,temperature,colour,odour,dirt,pH_rws_total_insitu,senshte,foam,ole,e,geldhd,salinity_rws,oxygen,aou_percent,wind_speed,wind_direction,pressure_air,chloride_gvol,sulfate_gvol,nitrite_gvol,nitrate_gvol,ammonia_gvol,phosphate_gvol,doc_gvol,silicate_gvol,lat,lon,depth,station_bottleid,doc_vol,nitrate_vol,nitrite_vol,ammonia_vol,din_vol,silicate_vol,phosphate_vol,sulfate_vol,chloride_vol,silicate_vol_unc,phosphate_vol_unc,nitrate_vol_unc,nitrite_vol_unc,ammonia_vol_unc,doc_vol_unc,salinity_nioz,datfile_stem,salinity,gid,rgb,datenum,day_of_year,dic,dic_std,dic_count,dic_poisoned,alkalinity,alkalinity_std,alkalinity_count,emf0,emf0_std,emf0_count,pH_vindta_free_lab,pH_vindta_free_lab_std,pH_vindta_free_lab_count,pH_vindta_temperature,pH_vindta_temperature_std,pH_vindta_temperature_count,alkalinity_poisoned,pH_spectro_total_lab,pH_spectro_total_lab_std,pH_spectro_total_lab_count,pH_spectro_temperature,density_nutrients,doc,nitrate,nitrite,ammonia,din,silicate,phosphate,sulfate,chloride,pH_calc12_total_25,pH_calc12_total_insitu,fco2_calc12_insitu,pH_calc12_total_20,pH_vindta_total_25,pH_vindta_total_20,pH_spectro_total_25,pH_spectro_total_20,pH_spectro_total_insitu,fco2_calc13s_insitu,fco2_calc23s_insitu,fco2_calc13v_insitu,fco2_calc23v_insitu,pH_vindta_total_insitu,dic_flag,alkalinity_flag,pH_spectro_flag,pH_vindta_flag,something_flag
10,2018005582,11/12/2018 20:11,WALCRN2,Authorised,,11.18,0,0,0,8.01,-350,0,0,,3660,32.41,7.79,91.3,11.6,195,1014.3,14251.1699,2697.9829,0.0077,0.0931,0.0851,20.5,1.2603,0.2509,51.54888889,3.410833333,3.5,WALCRN2_2018005582,104.9323098,6.646745469,0.549730828,6.075596556,13.27207285,8.933594445,0.661850504,28086.43452,401990.6041,1.340039167,0.165462626,1.994023641,0.164919248,0.911339483,20.98646196,32.41,WALCRN2_2018005582,32.41,1,[[0.72 0.36 0.12]],737010.841,316,2275.990953,,1,2273.717235,2425.638848,,1,644.1752586,,1,7.870696876,,1,25,,1,2423.215632,7.734610847,0.000808122,4,25,1.021972191,102.6762868,6.503841816,0.537911729,5.944972487,12.98672603,8.741524013,0.647620855,27482.58199,393347.8893,7.755775411,7.959825295,534.3669724,7.827937437,7.761236683,7.833339095,7.734610847,7.806213267,7.937043777,565.7209005,563.5387717,526.5445221,527.0791847,7.964926065,2,2,2,2,2
11,2018005583,12/10/2018 22:57,WALCRN2,Authorised,,8.41,0,0,0,7.8,-350,0,0,,3433,32.59,8.53,89.95,14,236,1025,18862.7637,2610.7471,0.0076,0.1216,0.1131,23.3,1.3342,0.2359,51.54888889,3.410833333,3.5,WALCRN2_2018005583,111.0852081,8.681463469,0.542591467,8.07461775,17.29867269,8.399501513,0.752249598,27178.29586,532072.3721,1.259925227,0.188062399,2.604439041,0.16277744,1.211192662,22.21704161,32.59,WALCRN2_2018005583,32.59,1,[[0.72 0.36 0.12]],737038.9563,344,2279.591559,,1,2277.314244,2432.996902,,1,644.1633054,,1,7.839223349,,1,25,,1,2430.566336,7.738757748,0.000467952,4,25,1.022108525,108.6824005,8.493680714,0.530855045,7.899961256,16.92449701,8.217817683,0.735978205,26590.42086,520563.4812,7.761371607,8.00864109,468.24185,7.83368537,7.733194761,7.804821363,7.738757748,7.810488225,7.983996445,497.8790981,495.8146623,505.4358832,502.8351676,7.978128486,2,2,2,2,2
12,2018005584,1/23/2018 9:55,WALCRN20,Authorised,,6.3,0,0,0,8.01,-350,0,0,,,33.6,9.04,91.39,12.3,201,1017.7,,,0.0056,0.3198,0.0386,17.6,1.2472,0.3299,51.65861111,3.220555556,3.5,WALCRN20_2018005584,103.8416066,22.83167777,0.399804239,2.755793503,25.98727552,11.74648389,0.568222872,,,1.761972583,0.142055718,6.849503332,0.119941272,0.413369025,20.76832132,33.6,WALCRN20_2018005584,33.6,1,[[0.54 0.27 0.09]],736717.4132,23,2212.550951,,1,2210.340611,2364.225512,,1,642.7993223,,1,7.856735662,,1,25,,1,2361.863648,7.779305821,0.000936603,4,23.2,1.022873762,101.5194743,22.32111003,0.390863715,2.694167752,25.40614149,11.48380605,0.555516129,,,7.752720245,8.032405285,422.1108208,7.824857139,7.750507319,7.82247185,7.753568129,7.825584849,8.032540618,421.1822021,421.2464167,424.6605522,424.4842259,8.02931084,2,2,2,2,2
13,2018005585,2/13/2018 17:26,WALCRN20,Authorised,,6,0,0,0,8.06,-350,0,0,,,33.12,9.02,90.14,10,140,1004,,,0.0082,0.4225,0.0186,25.3,1.1822,0.3789,51.65861111,3.220555556,3.5,WALCRN20_2018005585,98.42972041,30.16380194,0.585427635,1.327921221,32.0771508,13.49118747,0.816820379,,,2.02367812,0.204205095,9.049140582,0.175628291,0.199188183,19.68594408,33.1,WALCRN20_2018005585,33.12,1,[[0.54 0.27 0.09]],736738.7264,44,2257.345501,,1,2255.09041,2397.485009,,1,642.6436419,,1,7.836355442,,1,25,,1,2395.089919,7.757841214,0.000443125,4,23.2,1.022510032,96.26284074,29.49976135,0.572539747,1.298687719,31.37098882,13.19418591,0.798838498,,,7.727113221,8.009919834,454.5552711,7.798725245,7.730707311,7.802244438,7.732273098,7.803837272,8.014530668,448.2610389,448.676743,450.1153545,450.4088441,8.012875429,2,2,2,2,2
14,2018005586,3/15/2018 6:02,WALCRN20,Authorised,,4.06,0,0,0,8.05,-350,0,0,,,33.12,9.01,90.13,12.6,232,992.1,,,0.0041,0.5111,0.0171,15.6,1.2305,0.3298,51.65861111,3.220555556,3.5,WALCRN20_2018005586,102.4511681,36.48927614,0.292713818,1.2208308,38.00282076,11.74292327,0.503652091,,,1.76143849,0.125913023,10.94678284,0.087814145,0.18312462,20.49023363,33.1,WALCRN20_2018005586,33.12,1,[[0.54 0.27 0.09]],736768.2514,74,2275.348943,,1,2273.075867,2429.818133,,1,642.7142537,,1,7.881498129,,1,25,,1,2427.390743,7.80431008,0.00029097,4,23.1,1.022510032,100.1957584,35.6859835,0.286269873,1.193954838,37.16620821,11.48440885,0.492564449,,,7.758739243,8.074410567,387.9117024,7.830956233,7.775849999,7.848193306,7.777002495,7.849363005,8.092658555,369.0195103,370.2892256,370.1230842,371.3182959,8.091444384,2,2,2,2,2
15,2018005587,4/18/2018 22:25,WALCRN20,Authorised,,8.37,0,0,0,8.54,-350,0,0,,,32.84,10.69,116.3,8.5,270,116.3,,,0.0029,0.1386,0.0045,4.4,1.3173,0.0442,51.65861111,3.220555556,3.5,WALCRN20_2018005587,109.6781177,9.895154908,0.207041481,0.321271263,10.42346765,1.57379384,0.142055718,,,0.236069076,0.03551393,2.968546472,0.062112444,0.048190689,21.93562353,32.8,WALCRN20_2018005587,32.84,1,[[0.54 0.27 0.09]],736802.934,108,2135.659092,,1,2133.525566,2430.471407,,1,642.6431005,,1,8.148215877,,1,25,,1,2428.043363,8.088927169,0.000362965,4,22.7,1.022297901,107.285868,9.679326248,0.202525585,0.314263839,10.19611567,1.539466958,0.138957263,,,8.039299691,8.297163634,215.8196755,8.115058115,8.042921697,8.118591729,8.054225796,8.130001754,8.311978121,206.8123105,207.6627068,213.5935062,213.8050768,8.300356642,2,2,2,2,2
16,2018005588,5/16/2018 9:59,WALCRN20,Authorised,,12.48,,,,8.42,-350,,,,,32.08,9.48,107.8,5,360,1030,,,0.0015,0.0057,0.0108,4,1.6997,0.0669,51.65861111,3.220555556,3.5,WALCRN20_2018005588,141.5166603,0.4069436,0.107090421,0.771051032,1.285085053,2.382054477,0.129141562,,,0.357308172,0.03228539,0.12208308,0.032127126,0.115657655,28.30333206,32.1,WALCRN20_2018005588,32.08,1,[[0.54 0.27 0.09]],736830.416,136,2050.960035,,1,2048.911124,2438.718673,,1,641.8441096,,1,8.283460941,,1,25,,1,2436.282391,8.211858605,0.001254053,4,24.2,1.021722278,138.5079521,0.398291795,0.10481363,0.754658138,1.257763564,2.331410922,0.126395954,,,8.192947974,8.3883747,167.0083304,8.269989266,8.179183068,8.25606829,8.199606243,8.276660098,8.395031745,163.7228393,164.0860538,173.9901369,173.2052342,8.374209439,2,2,2,2,2
17,2018005589,6/11/2018 16:48,WALCRN20,Authorised,,15.24,,,,8.12,-350,,,,,32.4,7.61,92.86,8.1,60,1011,,,0.001,-0.0007,0.0069,7.3,1.3794,0.0126,51.65861111,3.220555556,3.5,WALCRN20_2018005589,114.8485504,0,0.071393614,0.492615937,0.514034021,0.448638063,0.23568335,,,0.067295709,0.058920838,0,0.021418084,0.073892391,22.96971009,32.4,WALCRN20_2018005589,32.4,1,[[0.54 0.27 0.09]],736856.7,162,2201.362773,,1,2199.16361,2434.672648,,1,642.3440753,,1,8.037514426,,1,25,,1,2432.240408,8.013618004,7.59E-05,4,24.3,1.021964617,112.3801632,0,0.069859184,0.482028369,0.502986124,0.438995691,0.230617916,,,7.934015923,8.081243119,392.4127923,8.008704672,7.932798899,8.007301035,8.003156833,8.078432255,8.151410792,323.8155798,329.3903232,393.7284662,393.6163694,8.079613815,2,2,3,2,2
18,2018005590,7/18/2018 16:13,WALCRN20,Authorised,,19.31,0,0,0,8.12,-350,0,0,0.320671,,32.23,5.14,67.54,2,270,1018.3,,,0.003,0.0023,0.0212,6.1,1.5505,0.0266,51.65861111,3.220555556,3.5,WALCRN20_2018005590,129.0943,0.164205312,0.214180842,1.513544618,1.891930772,0.9471248,0.196940882,,,0.14206872,0.04923522,0.049261594,0.064254253,0.227031693,25.81886001,32.2,WALCRN20_2018005590,32.23,1,[[0.54 0.27 0.09]],736893.6757,199,2212.002002,,1,2209.79221,2439.61507,,1,642.5269507,,1,8.054973636,,1,25,,1,2437.177893,7.978230306,0.00077066,4,24.6,1.021835869,126.3356513,0.160696367,0.209603958,1.4812013,1.851501625,0.92688545,0.192732402,,,7.924551311,8.009557102,478.5557332,7.9991451,7.950488876,8.02521032,7.972281597,8.047245584,8.05769962,419.7909003,424.6290962,445.7493758,448.4913146,8.035632798,2,2,2,2,2
19,2018005591,8/16/2018 22:45,WALCRN20,Authorised,,20.9,0,0,0,8.17,-350,0,0,,,32.47,6.64,90,3,200,1013.7,,,0.005,0.0128,0.021,11.3,1.5474,0.2115,51.65861111,3.220555556,3.5,WALCRN20_2018005591,128.8361947,0.91383826,0.35696807,1.499265895,2.770072225,7.530710344,0.364824912,,,1.129606552,0.091206228,0.274151478,0.107090421,0.224889884,25.76723894,,No Sample,32.47,1,[[0.54 0.27 0.09]],736922.9479,228,,,0,,,,0,,,0,,,0,,,0,,,,,,1.022017634,126.0606377,0.894151167,0.349277799,1.466966758,2.710395724,7.36847398,0.356965379,,,,,,,,,,,,,,,,,9,9,9,9,9
20,2018005592,9/12/2018 9:45,WALCRN20,Authorised,,18.8,0,0,0,8.91,-350,0,0,,,33.12,5.66,73.49,12,7,1019,,,0.0003,0.0043,0.0033,8.2,1.3251,0.0597,51.65861111,3.220555556,3.5,WALCRN20_2018005592,110.327544,0.30699254,0.021418084,0.235598926,0.564009551,2.12568987,0.264740202,,,0.318853481,0.06618505,0.092097762,0.006425425,0.035339839,22.0655088,33.3,WALCRN20_2018005592,33.12,1,[[0.54 0.27 0.09]],736949.4063,255,2172.808981,,1,2170.638342,2415.330573,,1,646.2297356,,1,8.04825931,,1,25,,1,2412.917655,7.955074515,0.000592178,4,25,1.022510032,107.8987399,0.300234258,0.020946576,0.230412337,0.551593171,2.078893901,0.258912082,,,7.94469164,8.037673133,435.5254613,8.019501168,7.94261118,8.017244656,7.955074515,8.029846937,8.048001045,423.2333772,424.3144101,438.0249235,437.8035044,8.035367495,2,2,2,2,2
21,2018005593,10/17/2018 9:45,WALCRN20,Authorised,,16.2,0,0,0,9.21,-350,0,0,0.29813,,32.02,6.5,80.32,3.7,246,1017.8,,,0.0004,0.0016,0.0037,7.7,0.799,0.0538,51.65861111,3.220555556,3.5,WALCRN20_2018005593,66.52456996,0.114229782,0.028557446,0.264156372,0.4069436,1.915613317,0.248597507,,,0.287341998,0.062149377,0.034268935,0.008567234,0.039623456,13.30491399,32.02,WALCRN20_2018005593,32.02,1,[[0.54 0.27 0.09]],736984.4063,290,2193.000315,,1,2190.809505,2422.863709,,1,645.9498333,,1,8.024088956,,1,25,,1,2420.443266,7.930807769,0.000534268,4,25,1.021676844,65.11312297,0.111806177,0.027951544,0.258551785,0.398309507,1.874969887,0.243323031,,,7.933692343,8.066129856,408.2404069,8.008356831,7.919894689,7.994228165,7.930807769,8.005272265,8.062861284,411.4889709,411.2123201,423.9916241,422.6406019,8.051726446,2,2,2,2,2
22,2018005594,11/12/2018 21:21,WALCRN20,Authorised,,12.08,0,0,0,8.07,-350,0,0,,,33.01,7.82,93.1,12.9,193,1014.3,,,0.0058,0.0547,0.0368,13.5,1.2169,0.1185,51.65861111,3.220555556,3.5,WALCRN20_2018005594,101.318835,3.905230689,0.414082962,2.627284997,6.946598648,4.219334164,0.435852771,,,0.632900125,0.108963193,1.171569207,0.124224888,0.39409275,20.26376701,33.01,WALCRN20_2018005594,33.01,1,[[0.54 0.27 0.09]],737010.8896,316,2235.290179,,1,2233.057122,2418.490117,,1,644.0791166,,1,7.930769516,,1,25,,1,2416.074043,7.839829373,0.001240272,4,25,1.022426691,99.09642998,3.819570363,0.405000148,2.569656113,6.794226624,4.126784052,0.426292442,,,7.825796598,8.018798071,456.0988837,7.899114906,7.825259094,7.898396165,7.839829373,7.91318025,8.032748462,439.0102423,440.2865704,456.7606553,456.7109859,8.017670879,2,2,2,2,2
23,2018005595,12/11/2018 0:21,WALCRN20,Authorised,,8.87,0,0,0,7.83,-350,0,0,,,33.46,8.26,88.45,9.2,228,1024.9,,,0.0053,0.1185,0.0814,17.4,0.9253,0.188,51.65861111,3.220555556,3.5,WALCRN20_2018005595,77.04028109,8.460143266,0.378386154,5.811440184,14.6499696,6.69396475,0.561765794,,,1.004094712,0.140441448,2.53804298,0.113515846,0.871716028,15.40805622,33.46,WALCRN20_2018005595,33.46,1,[[0.54 0.27 0.09]],737039.0146,345,2242.346115,,1,2240.106009,2397.983037,,1,644.4402851,,1,7.855737726,,1,25,,1,2395.58745,7.756720098,0.000224344,4,25,1.022767664,75.32529996,8.271813397,0.369962962,5.682072663,14.32384902,6.544951493,0.549260417,,,7.760343501,8.000380606,469.2351597,7.832659461,7.749675099,7.821650735,7.756720098,7.828819544,7.995868489,473.8758785,473.5506435,483.0181256,482.0476457,7.988469026,2,2,2,2,2
24,2018005596,1/23/2018 6:20,WALCRN70,Authorised,,8.38,0,0,0,7.98,-350,0,0,,,35.27,8.51,91.2,11.5,251,1016.8,,,0.0279,0.1062,0.0011,16.3,0.9635,0.0885,51.95694444,2.679166667,3.5,WALCRN70_2018005596,80.22080496,7.582001813,1.991881832,0.078532975,9.65241662,3.1511483,0.526251864,,,0.472672245,0.131562966,2.274600544,0.59756455,0.011779946,16.04416099,35.3,WALCRN70_2018005596,35.27,1,[[0.36 0.18 0.06]],736717.2639,23,2142.011056,,1,2139.871185,2319.926576,,1,643.2109475,,1,7.90426197,,1,25,,1,2317.608967,7.83019183,0.000569422,4,23.2,1.024139989,78.32992148,7.403286554,1.944931213,0.076681876,9.424899643,3.076872627,0.513847589,,,7.798367062,8.047651233,396.117757,7.871302715,7.79629021,7.869084424,7.804117712,7.877028718,8.053149693,389.9624314,390.4288358,398.3713148,398.2000519,8.044980125,2,2,2,2,2
25,2018005597,2/13/2018 20:29,WALCRN70,Authorised,,7.8,0,0,0,8.1,-350,0,0,,,35.21,8.51,89.85,13,140,1005.5,,,0.0012,0.1117,0.0034,13.9,0.9808,0.0846,51.95694444,2.679166667,3.5,WALCRN70_2018005597,81.66119927,7.97466669,0.085672337,0.242738288,8.303077315,3.012284137,0.448766927,,,0.451842621,0.112191732,2.392400007,0.025701701,0.036410743,16.33223985,35.2,WALCRN70_2018005597,35.21,1,[[0.36 0.18 0.06]],736738.8535,44,2148.21563,,1,2146.069561,2332.715981,,1,643.2887129,,1,7.920789628,,1,25,,1,2330.385596,7.840335962,0.000332047,4,23.4,1.024094476,79.73990801,7.787041997,0.083656673,0.237027241,8.107725911,2.941412349,0.438208523,,,7.812173705,8.071199128,374.1408368,7.885321846,7.812872789,7.885913986,7.817105261,7.890206471,8.075786958,369.1393064,369.5230567,373.4179707,373.4736885,8.071373332,2,2,2,2,2
