date,analysis_batch,location,name,measurement_time,pre_acid_time,post_acid_tiem,extra_time,sample_v,rinsing_v,filling_speed,rinsing_speed,pumping_speed,acid_strokes,nb_of_rinses,rinsing_mode,rinse_for_replicates,database_name,filename,flag,salinity,DIC,area,cv%,Notes,run_type,station,cast,niskin,depth,temperature_insitu,density,mass_sample,temperature,rep,dic,dic_factor,unit,CV (?mol),cv_percent,lastcrm_dic_measured,lastcrm_dic_certified,lastcrm_batch,mode_calculation,mode_integration,comment,latitude,longitude,time,area_1,area_2,area_3,area_4,datetime,datenum,density_analysis,area_av_4,area_av_3,CT_d_sample_v,a_3,a_4,b_3,b_4,TCO2_3,TCO2_4
06/09/2021,1,,CRM_1200ppm2,,,,,1200,,12,,,,,,,,,,36.0,,,,,bottle,0,0,0,0,4,1.02379,1228.548,23.51,4,2199.75,0.11345,?mol/kg,3.06316,0.13925,2000,0,186,reject first,by LI-COR,,0,0,14:22,23956,23785,23850,23829,2021-09-06 14:22:00,18876.598611111112,1.0245451743626792,23855.0,23821.333333333332,2470563.6443739804,32139.27998591913,32139.27998591913,107.79644788043096,107.79644788043096,2114.754968151511,2117.7068040567283
06/09/2021,1,,CRM_1600ppm1,,,,,1200,,12,,,,,,,,,,36.0,,,,,bottle,0,0,0,0,4,1.02381,1228.572,23.43,4,2248.83,0.11345,?mol/kg,2.49326,0.110869,2000,0,186,reject first,by LI-COR,,0,0,14:43,24468,24353,24380,24326,2021-09-06 14:43:00,18876.613194444446,1.0245686346571823,24381.75,24353.0,2470620.215965098,32139.27998591913,32139.27998591913,107.79644788043096,107.79644788043096,2161.3211040982637,2163.8417973374562
06/09/2021,1,,CRM_1600ppm2,,,,,1200,,12,,,,,,,,,,36.0,,,,,bottle,0,0,0,0,4,1.02385,1228.62,23.28,4,2249.56,0.11345,?mol/kg,1.973983,0.08775,2000,0,186,reject first,by LI-COR,,0,0,15:03,24421,24379,24338,24369,2021-09-06 15:03:00,18876.627083333333,1.024612486158744,24376.75,24362.0,2470725.9584235274,32139.27998591913,32139.27998591913,107.79644788043096,107.79644788043096,2162.017656397765,2163.310826277204
06/09/2021,1,,tapsw_2,,,,,1200,,12,,,,,,,,,,30.0,,,,,bottle,0,0,0,0,4,1.02384,1228.608,23.34,4,2302.79,0.11345,?mol/kg,0.586449,0.025467,2000,0,186,reject first,by LI-COR,,0,0,15:25,25036,24934,24934,24945,2021-09-06 15:25:00,18876.64236111111,1.0200520011002385,24962.25,24937.666666666668,2459728.9142050887,32139.27998591913,32139.27998591913,107.79644788043096,107.79644788043096,2222.3794817524304,2224.5444008019294
06/09/2021,1,CRM,CRM_189_0043_2,,,,,1200,,12,,,,,,,,,,33.494,,,,,bottle,0,0,0,0,4,1.02383,1228.596,23.36,4,2085.62,0.11345,?mol/kg,3.889727,0.186503,2000,0,186,reject first,by LI-COR,,0,0,15:45,22643,22623,22540,22594,2021-09-06 15:45:00,18876.65625,1.0226899321508478,22600.0,22585.666666666668,2466089.9578301827,32139.27998591913,32139.27998591913,107.79644788043096,107.79644788043096,2010.0536194745885,2011.312621487357
06/09/2021,1,,test_Siham_high_06sept21,,,,,1200,,12,,,,,,,,,,36.0,,,,,bottle,0,0,0,0,4,1.02382,1228.584,23.4,4,2101.25,0.11345,?mol/kg,1.79771,0.085554,2000,0,186,reject first,by LI-COR,,0,0,16:06,22830,22777,22740,22748,2021-09-06 16:06:00,18876.670833333334,1.0245774192140107,22773.75,22755.0,2470641.3988346043,32139.27998591913,32139.27998591913,107.79644788043096,107.79644788043096,2021.1970685855156,2022.8409848641156
06/09/2021,1,,test_Siham_low_06sept21,,,,,1200,,12,,,,,,,,,,36.0,,,,,bottle,0,0,0,0,4,1.02378,1228.536,23.52,4,1119.5,0.11345,?mol/kg,2.075945,0.185435,2000,0,186,reject first,by LI-COR,,0,0,16:28,12338,12142,12098,12128,2021-09-06 16:28:00,18876.68611111111,1.0245422382679013,12176.5,12122.666666666666,2470556.5643454986,32139.27998591913,32139.27998591913,107.79644788043096,107.79644788043096,1089.0389511536698,1093.7589795186523
13/09/2021,2,,130921_tapsw_1,,,,,1200,,12,,,,,,,,,,33.494,,,,,bottle,0,0,0,0,4,1.02384,1228.608,23.32,4,1951.05,0.11345,?mol/kg,4.92636,0.252498,2000,0,186,reject first,by LI-COR,,0,0,9:59,20844,21068,21155,21165,2021-09-13 09:59:00,18883.41597222222,1.02270148338777,21058.0,21129.333333333332,2466117.8122056667,23224.893123504706,23224.893123504706,108.26551134694361,108.26551134694361,1882.9239750571878,1876.6310506026402
13/09/2021,2,,130921_tapsw_1,,,,,1200,,12,,,,,,,,,,30.0,,,,,bottle,0,0,0,0,4,1.02384,1228.608,23.32,4,1951.05,0.11345,?mol/kg,4.92636,0.252498,2000,0,186,reject first,by LI-COR,,0,0,9:59,20844,21068,21155,21165,2021-09-13 09:59:00,18883.41597222222,1.0200576783699393,21058.0,21129.333333333332,2459742.6042369907,23224.893123504706,23224.893123504706,108.26551134694361,108.26551134694361,1887.8041734606788,1881.4949388840641
13/09/2021,2,,130921_tapsw_2,,,,,1200,,12,,,,,,,,,,30.0,,,,,bottle,0,0,0,0,4,1.02383,1228.596,23.36,4,1959.57,0.11345,?mol/kg,1.161952,0.059296,2000,0,186,reject first,by LI-COR,,0,0,10:12,21619,21234,21209,21219,2021-09-13 10:12:00,18883.425,1.0200463205551653,21320.25,21220.666666666668,2459715.216275032,23224.893123504706,23224.893123504706,108.26551134694361,108.26551134694361,1895.903462215785,1904.7114286513179
13/09/2021,2,,130921_tapsw_3,,,,,1200,,12,,,,,,,,,,30.0,,,,,bottle,0,0,0,0,4,1.02384,1228.608,23.33,4,2280.81,0.11345,?mol/kg,9.220201,0.404252,2000,0,186,reject first,by LI-COR,,0,0,10:26,24888,24588,24734,24779,2021-09-13 10:26:00,18883.43472222222,1.020054840144575,24747.25,24700.333333333332,2459735.7602084647,23224.893123504706,23224.893123504706,108.26551134694361,108.26551134694361,2203.6553050377192,2207.804965026131
13/09/2021,2,,130921_tapsw_4,,,,,1200,,12,,,,,,,,,,30.0,,,,,bottle,0,0,0,0,4,1.02383,1228.596,23.37,4,2286.46,0.11345,?mol/kg,3.583956,0.156747,2000,0,186,reject first,by LI-COR,,0,0,10:45,24938,24755,24802,24725,2021-09-13 10:45:00,18883.447916666668,1.0200434790546875,24805.0,24760.666666666668,2459708.3643489764,23224.893123504706,23224.893123504706,108.26551134694361,108.26551134694361,2209.0162385261315,2212.937452916829
13/09/2021,2,,130921_tapsw_5,,,,,1200,,12,,,,,,,,,,30.0,,,,,bottle,0,0,0,0,4,1.02385,1228.62,23.29,4,2286.14,0.11345,?mol/kg,4.033738,0.176444,2000,0,186,reject first,by LI-COR,,0,0,11:03,24844,24795,24710,24770,2021-09-13 11:03:00,18883.460416666665,1.0200661881309028,24779.75,24758.333333333332,2459763.124470344,23224.893123504706,23224.893123504706,108.26551134694361,108.26551134694361,2208.760685510829,2210.6549142015688
13/09/2021,2,CRM,CRM189_0591_1000,,,,,1000,,10,,,,,,,,,,33.494,,,,,bottle,0,0,0,0,4,1.02386,1023.86,23.25,4,2081.71,0.11345,?mol/kg,3.723143,0.17885,2000,0,186,reject first,by LI-COR,,0,0,11:25,18896,18822,18755,18784,2021-09-13 11:25:00,18883.475694444445,1.0227216671132868,18814.25,18787.0,2055138.7356308077,23224.893123504706,23224.893123504706,108.26551134694361,108.26551134694361,2011.5043231705167,2014.3890133839657
13/09/2021,2,CRM,CRM_189_0591_1200,,,,,1200,,12,,,,,,,,,,33.494,,,,,bottle,0,0,0,0,4,1.02382,1228.584,23.39,4,2086.19,0.11345,?mol/kg,1.84758,0.088562,2000,0,186,reject first,by LI-COR,,0,0,11:53,22705,22593,22612,22572,2021-09-13 11:53:00,18883.495138888888,1.0226812602912296,22620.5,22592.333333333332,2466069.046716024,23224.893123504706,23224.893123504706,108.26551134694361,108.26551134694361,2012.0275249741408,2014.5123970843563
13/09/2021,2,CRM,CRM_189_0591_1400,,,,,1400,,14,,,,,,,,,,33.494,,,,,bottle,0,0,0,0,4,1.02387,1433.418,23.24,4,2087.81,0.11345,?mol/kg,1.559012,0.074672,2000,0,186,reject first,by LI-COR,,0,0,12:33,26489,26385,26357,26395,2021-09-13 12:33:00,18883.522916666665,1.0227245472862303,26406.5,26379.0,2877202.332593028,23224.893123504706,23224.893123504706,108.26551134694361,108.26551134694361,2010.8478339858395,2012.9272247450908
13/09/2021,2,,CRM_400ppm3,,,,,1200,,12,,,,,,,,,,36.0,,,,,bottle,0,0,0,0,4,1.02388,1228.656,23.18,4,2062.7,0.11345,?mol/kg,2.462112,0.119363,2000,0,186,reject first,by LI-COR,,0,0,12:52,22513,22330,22369,22318,2021-09-13 12:52:00,18883.536111111112,1.024641621381542,22382.5,22339.0,2470796.2144005373,23224.893123504706,23224.893123504706,108.26551134694361,108.26551134694361,1985.8716941852967,1989.7019356125722
13/09/2021,2,,SW_400ppm1,,,,,1200,,12,,,,,,,,,,36.0,,,,,bottle,0,0,0,0,4,1.02382,1228.584,23.4,4,2098.11,0.11345,?mol/kg,1.481295,0.070602,2000,0,186,reject first,by LI-COR,,0,0,13:14,22871,22720,22738,22706,2021-09-13 13:14:00,18883.55138888889,1.0245774192140107,22758.75,22721.333333333332,2470641.3988346043,23224.893123504706,23224.893123504706,108.26551134694361,108.26551134694361,2019.6632764349108,2022.9580775187505
13/09/2021,2,,SW_400ppm2,,,,,1200,,12,,,,,,,,,,36.0,,,,,bottle,0,0,0,0,4,1.02374,1228.488,23.67,4,2104.36,0.11345,?mol/kg,2.740001,0.130206,2000,0,186,reject first,by LI-COR,,0,0,13:34,22842,22815,22756,22791,2021-09-13 13:34:00,18883.56527777778,1.0244981020794912,22801.0,22787.333333333332,2470450.135400035,23224.893123504706,23224.893123504706,108.26551134694361,108.26551134694361,2025.6318546250034,2026.8353940720035
13/09/2021,2,,SW_400ppm3,,,,,1200,,12,,,,,,,,,,36.0,,,,,bottle,0,0,0,0,4,1.02376,1228.512,23.6,4,2099.52,0.11345,?mol/kg,0.332963,0.015859,2000,0,186,reject first,by LI-COR,,0,0,13:54,22897,22736,22738,22731,2021-09-13 13:54:00,18883.579166666666,1.024518721069841,22775.5,22735.0,2470499.855538509,23224.893123504706,23224.893123504706,108.26551134694361,108.26551134694361,2020.9825050030252,2024.549019633567
13/09/2021,2,,CRM_800ppm3,,,,,1200,,12,,,,,,,,,,36.0,,,,,bottle,0,0,0,0,4,1.02372,1228.464,23.75,4,2171.37,0.11345,?mol/kg,0.978795,0.045077,2000,0,186,reject first,by LI-COR,,0,0,14:12,23625,23514,23522,23501,2021-09-13 14:12:00,18883.591666666667,1.0244744902103968,23540.5,23512.333333333332,2470393.198305586,23224.893123504706,23224.893123504706,108.26551134694361,108.26551134694361,2089.5263124032413,2092.0068350181245
13/09/2021,2,,SW_800ppm1,,,,,1200,,12,,,,,,,,,,36.0,,,,,bottle,0,0,0,0,4,1.02379,1228.548,23.5,4,2200.02,0.11345,?mol/kg,3.068714,0.139486,2000,0,186,reject first,by LI-COR,,0,0,14:31,23919,23842,23786,23845,2021-09-13 14:31:00,18883.60486111111,1.0245481096670714,23848.0,23824.333333333332,2470570.7224965445,23224.893123504706,23224.893123504706,108.26551134694361,108.26551134694361,2116.850752216493,2118.93482855575
13/09/2021,2,,SW_800ppm2,,,,,1200,,12,,,,,,,,,,36.0,,,,,bottle,0,0,0,0,4,1.02377,1228.524,23.57,4,2207.08,0.11345,?mol/kg,3.553096,0.160986,2000,0,186,reject first,by LI-COR,,0,0,14:51,24052,23880,23944,23875,2021-09-13 14:51:00,18883.61875,1.0245275459423258,23937.75,23899.666666666668,2470521.135624222,23224.893123504706,23224.893123504706,108.26551134694361,108.26551134694361,2123.5271940316725,2126.8808630581575
13/09/2021,2,,SW_800ppm3,,,,,1200,,12,,,,,,,,,,36.0,,,,,bottle,0,0,0,0,4,1.02374,1228.488,23.67,4,2208.72,0.11345,?mol/kg,1.094007,0.049531,2000,0,186,reject first,by LI-COR,,0,0,15:10,24001,23923,23903,23924,2021-09-13 15:10:00,18883.631944444445,1.0244981020794912,23937.75,23916.666666666668,2470450.135400035,23224.893123504706,23224.893123504706,108.26551134694361,108.26551134694361,2125.0853094161075,2126.94198917276
13/09/2021,2,,130921_tapsw_6,,,,,1200,,12,,,,,,,,,,30.0,,,,,bottle,0,0,0,0,4,1.0237,1228.44,23.8,4,2279.82,0.11345,?mol/kg,2.619159,0.114885,2000,0,186,reject first,by LI-COR,,0,0,15:30,24718,24707,24654,24698,2021-09-13 15:30:00,18883.645833333332,1.019920521979724,24694.25,24686.333333333332,2459411.868609379,23224.893123504706,23224.893123504706,108.26551134694361,108.26551134694361,2202.7070873334933,2203.407388604
13/09/2021,2,CRM,CRM_189_0591_1,,,,,1200,,12,,,,,,,,,,33.494,,,,,bottle,0,0,0,0,4,1.02379,1228.548,23.5,4,2084.68,0.11345,?mol/kg,2.590597,0.124268,2000,0,186,reject first,by LI-COR,,0,0,15:49,22708,22577,22602,22546,2021-09-13 15:49:00,18883.65902777778,1.0226494016950283,22608.25,22575.0,2465992.2236617506,23224.893123504706,23224.893123504706,108.26551134694361,108.26551134694361,2010.561005960928,2013.4944227036872
13/09/2021,2,CRM,CRM_189_0591_2,,,,,1200,,12,,,,,,,,,,33.494,,,,,bottle,0,0,0,0,4,1.02376,1228.512,23.61,4,2080.96,0.11345,?mol/kg,2.270235,0.109095,2000,0,186,reject first,by LI-COR,,0,0,17:03,22651,22508,22557,22536,2021-09-13 17:03:00,18883.710416666665,1.0226174461428115,22563.0,22533.666666666668,2465915.166810068,23224.893123504706,23224.893123504706,108.26551134694361,108.26551134694361,2006.977166454325,2009.5651237470074
13/09/2021,2,CRM,CRM_189_0591_2,,,,,1200,,12,,,,,,,,,,33.494,,,,,bottle,0,0,0,0,4,1.02376,1228.512,23.61,4,2080.96,0.11345,?mol/kg,2.270235,0.109095,2000,0,186,reject first,by LI-COR,,0,0,17:03,22651,22508,22557,22536,2021-09-13 17:03:00,18883.710416666665,1.0226174461428115,22563.0,22533.666666666668,2465915.166810068,23224.893123504706,23224.893123504706,108.26551134694361,108.26551134694361,2006.977166454325,2009.5651237470074
13/09/2021,2,,CRM_1200ppm3,,,,,1200,,12,,,,,,,,,,36.0,,,,,bottle,0,0,0,0,4,1.02375,1228.5,23.62,4,2205.08,0.11345,?mol/kg,2.499054,0.113331,2000,0,186,reject first,by LI-COR,,0,0,17:21,23914,23908,23855,23872,2021-09-13 17:21:00,18883.722916666666,1.024512833874657,23887.25,23878.333333333332,2470485.659297335,23224.893123504706,23224.893123504706,108.26551134694361,108.26551134694361,2121.679019305752,2122.4642441172086
13/09/2021,2,,SW_1200ppm1,,,,,1200,,12,,,,,,,,,,36.0,,,,,bottle,0,0,0,0,4,1.02372,1228.464,23.75,4,2259.65,0.11345,?mol/kg,1.992139,0.088161,2000,0,186,reject first,by LI-COR,,0,0,17:40,24582,24453,24493,24459,2021-09-13 17:40:00,18883.73611111111,1.0244744902103968,24496.75,24468.333333333332,2470393.198305586,23224.893123504706,23224.893123504706,108.26551134694361,108.26551134694361,2173.717304823187,2176.219843910984
13/09/2021,2,,SW_1200ppm2,,,,,1200,,12,,,,,,,,,,36.0,,,,,bottle,0,0,0,0,4,1.02374,1228.488,23.66,4,2262.18,0.11345,?mol/kg,0.373229,0.016499,2000,0,186,reject first,by LI-COR,,0,0,17:59,24611,24500,24495,24492,2021-09-13 17:59:00,18883.749305555557,1.0245010500160243,24524.5,24495.666666666668,2470457.2439834406,23224.893123504706,23224.893123504706,108.26551134694361,108.26551134694361,2176.068023984789,2178.607191365438
13/09/2021,2,,CRM_1600ppm3,,,,,1200,,12,,,,,,,,,,36.0,,,,,bottle,0,0,0,0,4,1.02374,1228.488,23.68,4,2261.64,0.11345,?mol/kg,1.529566,0.067631,2000,0,186,reject first,by LI-COR,,0,0,18:17,24567,24492,24506,24473,2021-09-13 18:17:00,18883.761805555554,1.024495153354441,24509.5,24490.333333333332,2470443.0249152184,23224.893123504706,23224.893123504706,108.26551134694361,108.26551134694361,2175.6108734436875,2177.298768989678
13/09/2021,2,,SW_1600ppm1,,,,,1200,,12,,,,,,,,,,36.0,,,,,bottle,0,0,0,0,4,1.02372,1228.464,23.73,4,2308.4,0.11345,?mol/kg,2.01559,0.087315,2000,0,186,reject first,by LI-COR,,0,0,18:36,25044,25015,24972,25000,2021-09-13 18:36:00,18883.775,1.0244803979055128,25007.75,24995.666666666668,2470407.443979804,23224.893123504706,23224.893123504706,108.26551134694361,108.26551134694361,2220.1445824211655,2221.2087058089687
13/09/2021,2,,SW_1600ppm2,,,,,1200,,12,,,,,,,,,,36.0,,,,,bottle,0,0,0,0,4,1.02374,1228.488,23.67,4,2311.23,0.11345,?mol/kg,1.062365,0.045965,2000,0,186,reject first,by LI-COR,,0,0,18:55,25251,25027,25038,25015,2021-09-13 18:55:00,18883.788194444445,1.0244981020794912,25082.75,25026.666666666668,2470450.135400035,23224.893123504706,23224.893123504706,108.26551134694361,108.26551134694361,2222.836196209017,2227.7751111348152
13/09/2021,2,,TAPSW_400ppm,,,,,1200,,12,,,,,,,,,,30.0,,,,,bottle,0,0,0,0,4,1.0237,1228.44,23.8,4,2318.05,0.11345,?mol/kg,3.283873,0.141665,2000,0,186,reject first,by LI-COR,,0,0,19:13,25103,25134,25063,25102,2021-09-13 19:13:00,18883.800694444446,1.019920521979724,25100.5,25099.666666666668,2459411.868609379,23224.893123504706,23224.893123504706,108.26551134694361,108.26551134694361,2239.270185246267,2239.343901169478
13/09/2021,2,CRM,CRM_189_0591_3,,,,,1200,,12,,,,,,,,,,33.494,,,,,bottle,0,0,0,0,4,1.02369,1228.428,23.83,4,2081.56,0.11345,?mol/kg,3.36045,0.161439,2000,0,186,reject first,by LI-COR,,0,0,19:31,22734,22517,22581,22519,2021-09-13 19:31:00,18883.813194444443,1.0225532448175974,22587.75,22539.0,2465760.3532752786,23224.893123504706,23224.893123504706,108.26551134694361,108.26551134694361,2007.5737423757096,2011.8750209846824
