,bottleid,datetime,station,status,light,temperature,colour,odour,dirt,pH_rws_total_insitu,senshte,foam,ole,e,geldhd,salinity_rws,oxygen,aou_percent,wind_speed,wind_direction,pressure_air,chloride_gvol,sulfate_gvol,nitrite_gvol,nitrate_gvol,ammonia_gvol,phosphate_gvol,doc_gvol,silicate_gvol,lat,lon,depth,station_bottleid,doc_vol,nitrate_vol,nitrite_vol,ammonia_vol,din_vol,silicate_vol,phosphate_vol,sulfate_vol,chloride_vol,silicate_vol_unc,phosphate_vol_unc,nitrate_vol_unc,nitrite_vol_unc,ammonia_vol_unc,doc_vol_unc,salinity_nioz,datfile_stem,salinity,gid,rgb,datenum,day_of_year,dic,dic_std,dic_count,dic_poisoned,alkalinity,alkalinity_std,alkalinity_count,emf0,emf0_std,emf0_count,pH_vindta_free_lab,pH_vindta_free_lab_std,pH_vindta_free_lab_count,pH_vindta_temperature,pH_vindta_temperature_std,pH_vindta_temperature_count,alkalinity_poisoned,pH_spectro_total_lab,pH_spectro_total_lab_std,pH_spectro_total_lab_count,pH_spectro_temperature,density_nutrients,doc,nitrate,nitrite,ammonia,din,silicate,phosphate,sulfate,chloride,pH_calc12_total_25,pH_calc12_total_insitu,fco2_calc12_insitu,pH_calc12_total_20,pH_vindta_total_25,pH_vindta_total_20,pH_spectro_total_25,pH_spectro_total_20,pH_spectro_total_insitu,fco2_calc13s_insitu,fco2_calc23s_insitu,fco2_calc13v_insitu,fco2_calc23v_insitu,pH_vindta_total_insitu,dic_flag,alkalinity_flag,pH_spectro_flag,pH_vindta_flag,something_flag
10,2018005582,2018-11-12 20:11:00,WALCRN2,Authorised,,11.18,0.0,0.0,0.0,8.01,-350.0,0.0,0.0,,3660.0,32.41,7.79,91.3,11.6,195.0,1014.3,14251.1699,2697.9829,0.0077,0.0931,0.0851,20.5,1.2603,0.2509,51.54888888888889,3.410833333333333,3.5,WALCRN2_2018005582,104.93230979301616,6.646745468558074,0.5497308282266077,6.075596556114845,13.272072852899527,8.933594445433505,0.6618505043502207,28086.434520091607,401990.60406470817,1.3400391668150256,0.1654626260875552,1.994023640567422,0.1649192484679823,0.9113394834172267,20.986461958603233,32.41,WALCRN2_2018005582,32.41,1,[[0.72 0.36 0.12]],737010.8409722223,316,2275.990952581351,,1,2273.717235346005,2425.6388479051325,,1,644.1752585844597,,1,7.870696875545487,,1,25.0,,1,2423.2156322728597,7.73461084748831,0.0008081221113893889,4.0,25.0,1.0219721906204098,102.67628684623482,6.503841816403074,0.5379117291761941,5.944972487388846,12.986726032968113,8.741524013496079,0.6476208554642083,27482.581989869162,393347.88926171395,7.755775410533187,7.95982529535676,534.3669724474912,7.8279374369407355,7.761236683485901,7.833339094981277,7.734610847488307,7.806213266729362,7.937043777225236,565.7209005176769,563.5387717333907,526.5445220629168,527.0791846806106,7.964926065199936,2,2,2,2,2
11,2018005583,2018-12-10 22:57:00,WALCRN2,Authorised,,8.41,0.0,0.0,0.0,7.8,-350.0,0.0,0.0,,3433.0,32.59,8.53,89.95,14.0,236.0,1025.0,18862.7637,2610.7471,0.0076,0.1216,0.1131,23.3,1.3342,0.2359,51.54888888888889,3.410833333333333,3.5,WALCRN2_2018005583,111.08520806620818,8.681463469137077,0.5425914668210673,8.074617749666146,17.29867268562429,8.399501513263308,0.752249597627324,27178.295856756195,532072.3721140149,1.2599252269894963,0.188062399406831,2.604439040741123,0.1627774400463202,1.2111926624499219,22.217041613241637,32.59,WALCRN2_2018005583,32.59,1,[[0.72 0.36 0.12]],737038.95625,344,2279.5915585131174,,1,2277.314244268849,2432.996902075857,,1,644.1633054240868,,1,7.839223349031246,,1,25.0,,1,2430.566335740117,7.738757747851493,0.0004679518660482085,4.0,25.0,1.022108525372221,108.68240045816495,8.493680713577406,0.5308550445985879,7.899961255802669,16.924497013978662,8.217817682524919,0.7359782048128181,26590.42086246045,520563.4811824412,7.7613716068446,8.008641089643968,468.24185000965895,7.833685369781932,7.733194761203711,7.804821362521916,7.738757747851491,7.810488225041063,7.983996445300463,497.87909806671274,495.8146622907797,505.43588319180293,502.83516760855525,7.978128485629699,2,2,2,2,2
12,2018005584,2018-01-23 09:55:00,WALCRN20,Authorised,,6.3,0.0,0.0,0.0,8.01,-350.0,0.0,0.0,,,33.6,9.04,91.39,12.3,201.0,1017.7,,,0.0056,0.3198,0.0386,17.6,1.2472,0.3299,51.65861111111111,3.220555555555556,3.5,WALCRN20_2018005584,103.84160658085358,22.831677774918063,0.39980423871026005,2.7557935025385785,25.987275516166903,11.746483888196547,0.5682228720275067,,,1.761972583229482,0.14205571800687666,6.849503332475419,0.11994127161307801,0.41336902538078674,20.768321316170717,33.6,WALCRN20_2018005584,33.6,1,[[0.54 0.27 0.09]],736717.4131944445,23,2212.5509513593656,,1,2210.340610748617,2364.225511817025,,1,642.7993223313886,,1,7.856735661529287,,1,25.0,,1,2361.8636481688563,7.7793058205836605,0.000936602711157639,4.0,23.2,1.0228737615428467,101.51947433300526,22.321110026793544,0.3908637152909439,2.694167751826863,25.406141493911353,11.483806047071532,0.5555161285694047,,,7.75272024488933,8.032405285151366,422.1108207846091,7.824857138864889,7.750507318856077,7.822471850318134,7.753568128665788,7.825584849023963,8.03254061819671,421.18220214558744,421.24641671336656,424.6605522013816,424.48422587907896,8.029310839578212,2,2,2,2,2
13,2018005585,2018-02-13 17:26:00,WALCRN20,Authorised,,6.0,0.0,0.0,0.0,8.06,-350.0,0.0,0.0,,,33.12,9.02,90.14,10.0,140.0,1004.0,,,0.0082,0.4225,0.0186,25.3,1.1822,0.3789,51.65861111111111,3.220555555555556,3.5,WALCRN20_2018005585,98.42972041363461,30.163801938408014,0.5854276352543095,1.3279212214305065,32.07715079509283,13.491187466619193,0.8168203785395407,,,2.023678119992879,0.20420509463488518,9.049140581522403,0.17562829057629284,0.19918818321457596,19.685944082726923,33.1,WALCRN20_2018005585,33.12,1,[[0.54 0.27 0.09]],736738.7263888889,44,2257.3455006781087,,1,2255.090410267841,2397.4850092416873,,1,642.6436419264826,,1,7.8363554419839625,,1,25.0,,1,2395.0899193223654,7.757841214084923,0.0004431252368743568,4.0,23.2,1.0225100324690735,96.26284074294566,29.499761352532587,0.5725397469603959,1.2986877187150438,31.370988818208023,13.194185913307646,0.7988384980117503,,,7.7271132214040525,8.009919834311448,454.5552711169963,7.79872524549714,7.730707311325264,7.802244438262875,7.732273098195342,7.803837271729347,8.014530668023788,448.26103894890315,448.6767430240408,450.11535452061617,450.40884410871485,8.012875428625582,2,2,2,2,2
14,2018005586,2018-03-15 06:02:00,WALCRN20,Authorised,,4.06,0.0,0.0,0.0,8.05,-350.0,0.0,0.0,,,33.12,9.01,90.13,12.6,232.0,992.1,,,0.0041,0.5111,0.0171,15.6,1.2305,0.3298,51.65861111111111,3.220555555555556,3.5,WALCRN20_2018005586,102.45116813481425,36.48927614371677,0.29271381762715476,1.2208308003474015,38.002820761691325,11.742923268648743,0.5036520911152899,,,1.7614384902973115,0.12591302277882246,10.946782843115031,0.08781414528814642,0.18312462005211022,20.49023362696285,33.1,WALCRN20_2018005586,33.12,1,[[0.54 0.27 0.09]],736768.2513888889,74,2275.348943112259,,1,2273.0758672450143,2429.818133485056,,1,642.7142536649943,,1,7.881498129324422,,1,25.0,,1,2427.390742742314,7.804310079847808,0.0002909701494102938,4.0,23.1,1.0225100324690735,100.19575836084812,35.685983496519306,0.28626987348019794,1.1939548381735086,37.166208208173,11.484408852491056,0.492564449366929,,,7.758739243455472,8.074410567432478,387.9117024236822,7.8309562331168605,7.775849998665723,7.848193306014017,7.777002494560768,7.849363004707511,8.092658554582124,369.01951031627635,370.2892255764318,370.12308423113933,371.31829588083986,8.091444384025667,2,2,2,2,2
15,2018005587,2018-04-18 22:25:00,WALCRN20,Authorised,,8.37,0.0,0.0,0.0,8.54,-350.0,0.0,0.0,,,32.84,10.69,116.3,8.5,270.0,116.3,,,0.0029,0.1386,0.0045,4.4,1.3173,0.0442,51.65861111111111,3.220555555555556,3.5,WALCRN20_2018005587,109.67811766273125,9.895154908078936,0.2070414807606704,0.32127126324931615,10.423467652088924,1.5737938401281824,0.14205571800687666,,,0.23606907601922733,0.035513929501719166,2.968546472423681,0.062112444228201114,0.04819068948739742,21.935623532546252,32.8,WALCRN20_2018005587,32.84,1,[[0.54 0.27 0.09]],736802.9340277778,108,2135.6590920611325,,1,2133.525566494638,2430.4714066735296,,1,642.6431004973383,,1,8.148215877499403,,1,25.0,,1,2428.04336331022,8.088927169412031,0.0003629651384946376,4.0,22.7,1.0222979011469713,107.28586798395794,9.679326248226694,0.2025255852803565,0.31426383922813944,10.19611567273519,1.539466958077932,0.13895726269954842,,,8.03929969056572,8.297163633591436,215.81967547277074,8.115058115131058,8.042921697162978,8.118591728848747,8.054225795981496,8.130001753748115,8.31197812082343,206.81231048829787,207.66270680000414,213.59350618047068,213.80507678946245,8.300356642074197,2,2,2,2,2
16,2018005588,2018-05-16 09:59:00,WALCRN20,Authorised,,12.48,,,,8.42,-350.0,,,,,32.08,9.48,107.8,5.0,360.0,1030.0,,,0.0015,0.0057,0.0108,4.0,1.6997,0.0669,51.65861111111111,3.220555555555556,3.5,WALCRN20_2018005588,141.51666028341631,0.40694360011580044,0.10709042108310537,0.7710510317983588,1.2850850529972646,2.3820544774790813,0.12914156182443332,,,0.3573081716218622,0.03228539045610833,0.12208308003474012,0.03212712632493161,0.11565765476975381,28.303332056683264,32.1,WALCRN20_2018005588,32.08,1,[[0.54 0.27 0.09]],736830.4159722222,136,2050.960035485124,,1,2048.9111243607636,2438.7186729359178,,1,641.8441096307042,,1,8.283460940833466,,1,25.0,,1,2436.2823905453724,8.211858604813584,0.0012540531110719693,4.0,24.2,1.0217222777608495,138.50795207632788,0.3982917951124994,0.104813630292763,0.7546581381078936,1.257763563513156,2.3314109218597654,0.1263959538079691,,,8.192947974250472,8.388374699977396,167.0083303527693,8.26998926563434,8.179183068046937,8.256068290080957,8.199606243361817,8.276660098038542,8.39503174464859,163.72283926412763,164.0860538402237,173.99013694885215,173.20523415002762,8.374209438518085,2,2,2,2,2
17,2018005589,2018-06-11 16:48:00,WALCRN20,Authorised,,15.24,,,,8.12,-350.0,,,,,32.4,7.61,92.86,8.1,60.0,1011.0,,,0.001,-0.0007,0.0069,7.3,1.3794,0.0126,51.65861111111111,3.220555555555556,3.5,WALCRN20_2018005589,114.84855044710504,0.0,0.07139361405540359,0.49261593698228473,0.5140340211989058,0.448638063022966,0.23568335032959079,,,0.0672957094534449,0.058920837582397696,0.0,0.021418084216621076,0.0738923905473427,22.96971008942101,32.4,WALCRN20_2018005589,32.4,1,[[0.54 0.27 0.09]],736856.7,162,2201.362773363724,,1,2199.1636097539704,2434.6726482751033,,1,642.3440753173452,,1,8.037514425909894,,1,25.0,,1,2432.240407867236,8.013618004311525,7.585176932298253e-05,4.0,24.3,1.0219646168543395,112.38016321995069,0.0,0.06985918384841627,0.4820283685540722,0.5029861237085971,0.43899569087225093,0.23061791616136032,,,7.9340159234374275,8.08124311947159,392.41279225999745,8.008704671720402,7.932798899388796,8.007301034804502,8.003156833092058,8.078432255295125,8.151410792451564,323.81557975045075,329.3903231957374,393.72846615409725,393.6163694046929,8.07961381545983,2,2,3,2,2
18,2018005590,2018-07-18 16:13:00,WALCRN20,Authorised,,19.31,0.0,0.0,0.0,8.12,-350.0,0.0,0.0,0.320671,,32.23,5.14,67.54,2.0,270.0,1018.3,,,0.003,0.0023,0.0212,6.1,1.5505,0.0266,51.65861111111111,3.220555555555556,3.5,WALCRN20_2018005590,129.0943000349691,0.16420531232742824,0.21418084216621075,1.513544617974556,1.891930772468195,0.9471247997151503,0.1969408817822608,,,0.14206871995727255,0.0492352204455652,0.049261593698228474,0.06425425264986322,0.2270316926961834,25.818860006993823,32.2,WALCRN20_2018005590,32.23,1,[[0.54 0.27 0.09]],736893.6756944444,199,2212.0020023303737,,1,2209.7922101202535,2439.615070486722,,1,642.5269507350303,,1,8.05497363623606,,1,25.0,,1,2437.177892594128,7.97823030578957,0.0007706598811990892,4.0,24.599999999999998,1.0218358690449412,126.33565129752891,0.16069636749089922,0.20960395759682507,1.4812013003508973,1.8515016254386216,0.9268854504005427,0.1927324022852433,,,7.924551310555746,8.009557101963455,478.55573319596346,7.999145100448953,7.9504888760134325,8.025210319976994,7.972281597351244,8.047245583651929,8.057699619679294,419.79090029000446,424.6290961996713,445.7493757620461,448.4913145793645,8.035632797786866,2,2,2,2,2
19,2018005591,2018-08-16 22:45:00,WALCRN20,Authorised,,20.9,0.0,0.0,0.0,8.17,-350.0,0.0,0.0,,,32.47,6.64,90.0,3.0,200.0,1013.7,,,0.005,0.0128,0.021,11.3,1.5474,0.2115,51.65861111111111,3.220555555555556,3.5,WALCRN20_2018005591,128.83619469468636,0.913838259909166,0.35696807027701793,1.4992658951634754,2.7700722253496597,7.530710343599786,0.36482491215402413,,,1.1296065515399678,0.09120622803850603,0.2741514779727498,0.10709042108310537,0.2248898842745213,25.767238938937272,,No Sample,32.47,1,[[0.54 0.27 0.09]],736922.9479166666,228,,,0,,,,0,,,0,,,0,,,0,,,,,,1.0220176340711573,126.06063770296572,0.8941511667161123,0.3492777994984813,1.4669667578936216,2.7103957241082157,7.368473979848635,0.3569653790617701,,,,,,,,,,,,,,,,,9,9,9,9,9
